,label,text,cleaned_text
5951,gastroesophageal reflux disease,"I have indigestion and heartburn. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort.","indigestion heartburn frequently vomit everything eat , hard swallow since food gets caught throat upper abdomen discomfort"
5952,gastroesophageal reflux disease,"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest.","tendency belch burp frequently frequently get chest pain spreads arm , jaw , back neck pressure stress chest"
5953,gastroesophageal reflux disease,"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups.","even anything acidic stomach , constantly sour taste mouth frequently lump throat hiccups"
5954,gastroesophageal reflux disease,"Periodically, the tingling in my throat, poor breath, and bad taste in my mouth make it difficult for me to swallow meals.","periodically , tingling throat , poor breath , bad taste mouth make difficult swallow meals"
5955,gastroesophageal reflux disease,"I routinely experience heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lean forward or lie down, my chest discomfort becomes worse. My chest hurts a lot as well.","routinely experience heartburn indigestion , particularly consuming spicy fatty foods lean forward lie , chest discomfort becomes worse chest hurts lot well"
5956,gastroesophageal reflux disease,"I don't feel like eating, and swallowing is challenging. Even after little meals, I frequently get this lingering sensation of fullness. My normal symptoms include nausea, heartburn, and tingling in my throat.","feel like eating , swallowing challenging even little meals , frequently get lingering sensation fullness normal symptoms include nausea , heartburn , tingling throat"
5957,gastroesophageal reflux disease,"I regularly wake up with a scratchy voice or a sore throat. My throat is constantly irritated, and I have horrible breath. I frequently throw up.","regularly wake scratchy voice sore throat throat constantly irritated , horrible breath frequently throw"
5958,gastroesophageal reflux disease,"It feels like food or acid is backing up in my throat. My chest discomfort only becomes worse while I'm lying down. After eating, I frequently have heartburn or indigestion and throw up.","feels like food acid backing throat chest discomfort becomes worse lying eating , frequently heartburn indigestion throw"
5959,gastroesophageal reflux disease,"After eating, I frequently feel unwell and throw up the entire meal. I suffer from painful acid reflux and excruciating stomach discomfort all the time.","eating , frequently feel unwell throw entire meal suffer painful acid reflux excruciating stomach discomfort time"
5960,gastroesophageal reflux disease,"Especially after eating, my throat frequently feels scorching. I occasionally get a bitter or sour aftertaste that makes me feel sick.","especially eating , throat frequently feels scorching occasionally get bitter sour aftertaste makes feel sick"
5961,gastroesophageal reflux disease,"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I'm experiencing pain in my upper abdomen.","heartburn indigestion regularly throw everything eat , swallowing difficult since food gets stuck throat experiencing pain upper abdomen"
5962,gastroesophageal reflux disease,"I have a tendency to burp and belch regularly. I often get chest discomfort that radiates to my arm, jaw, and neck. My chest feels tight and stressed.","tendency burp belch regularly often get chest discomfort radiates arm , jaw , neck chest feels tight stressed"
5963,gastroesophageal reflux disease,"I always get a sour taste in my mouth, even when I don't have anything acidic in my stomach. I regularly have the hiccups and a knot in my throat.","always get sour taste mouth , even anything acidic stomach regularly hiccups knot throat"
5964,gastroesophageal reflux disease,"I occasionally have trouble swallowing food because of the tingling in my throat, terrible breath, and bad taste in my mouth.","occasionally trouble swallowing food tingling throat , terrible breath , bad taste mouth"
5965,gastroesophageal reflux disease,"I frequently have indigestion and heartburn, especially after eating spicy or fatty foods. My chest hurts when I lean forward or while I'm lying down. Additionally, my chest hurts a lot.","frequently indigestion heartburn , especially eating spicy fatty foods chest hurts lean forward lying additionally , chest hurts lot"
5966,gastroesophageal reflux disease,I regularly feel sick after eating and puke up the entire meal. I constantly get horrible acid reflux agony and stomach discomfort.,regularly feel sick eating puke entire meal constantly get horrible acid reflux agony stomach discomfort
5967,gastroesophageal reflux disease,"My throat often feels like it's on fire, especially after eating. I occasionally get an aftertaste that is sour or bitter and makes me feel nauseous.","throat often feels like fire , especially eating occasionally get aftertaste sour bitter makes feel nauseous"
